-1.3833865242417043E7	2.734498464522795E7			OI_VIS#4
-1.367576429101594E7	2.703247125777618E7			OI_VIS#4
-1.3517662821875663E7	2.6719956846924976E7			OI_VIS#4
-1.3359562173425829E7	2.640744405830785E7			OI_VIS#4
-1.3201459530301485E7	2.6094927326877713E7			OI_VIS#4
-1.3043359211959556E7	2.5782415190774936E7			OI_VIS#4
-1.2885257731578693E7	2.546990075770481E7			OI_VIS#4
-1.27271567087631E7	2.5157387229090165E7			OI_VIS#4
-1.2569055378096515E7	2.4844873091955744E7			OI_VIS#4
-1.2410954444757242E7	2.4532359740206245E7			OI_VIS#4
-1.2252852493777137E7	2.4219844376916774E7			OI_VIS#4
-1.2094751210474707E7	2.3907330333405647E7			OI_VIS#4
-1.193664963117034E7	2.3594815704796407E7			OI_VIS#4
-1.177854782484472E7	2.32823006274411E7			OI_VIS#4
-1.1620447297927605E7	2.2969788079054035E7			OI_VIS#4
-1.1462345974146277E7	2.265727395552949E7			OI_VIS#4
-1.1304245154109491E7	2.2344760827741608E7			OI_VIS#4
-1.114614332658362E7	2.20322457084804E7			OI_VIS#4
-1.0988042777345574E7	2.1719733115972225E7			OI_VIS#4
-1.0829941345898049E7	2.140721877962715E7			OI_VIS#4
-1.0671839614637647E7	2.1094703850651E7			OI_VIS#4
-1.0513737912199277E7	2.0782188978646487E7			OI_VIS#4
-1.0355637169149254E7	2.046967600303602E7			OI_VIS#4
-1.0197535433469495E7	2.015716106532425E7			OI_VIS#4
-1.0039433360572396E7	1.9844645461045135E7			OI_VIS#4
-9881331.815630289	1.9532130900358737E7			OI_VIS#4
-9723230.939870883	1.921961766242563E7			OI_VIS#4
-9565130.429766644	1.8907105147272073E7			OI_VIS#4
-9407028.071403634	1.8594588978721086E7			OI_VIS#4
-9248927.463688845	1.8282076270623695E7			OI_VIS#4
-9090826.55936372	1.796956297622559E7			OI_VIS#4
-8932724.923920473	1.765704823664832E7			OI_VIS#4
-8774623.44853542	1.734453381345326E7			OI_VIS#4
-8616521.964567823	1.7032019373293344E7			OI_VIS#4
-8458421.185522316	1.6719506326531684E7			OI_VIS#4
-8300319.498519718	1.6406991485038597E7			OI_VIS#4
-8142218.141753212	1.6094477296313243E7			OI_VIS#4
-2.387140501147056E7	5.333817819324564E7			OI_VIS#4
